,index,Package,Date,Low Price,High Price,price,month
44,144,1/2 bushel cartons,11/5/16,16.0,17.0,33.0,11
45,145,1/2 bushel cartons,9/16/17,18.0,18.0,36.0,9
46,146,1/2 bushel cartons,9/23/17,18.0,18.0,36.0,9
47,147,1/2 bushel cartons,9/23/17,18.0,18.0,36.0,9
48,148,1/2 bushel cartons,9/30/17,18.0,18.0,36.0,9
49,149,1/2 bushel cartons,9/30/17,18.0,18.0,36.0,9
50,150,1/2 bushel cartons,9/24/16,15.0,15.0,30.0,9
51,151,1/2 bushel cartons,10/1/16,15.0,15.0,30.0,10
52,152,1/2 bushel cartons,10/8/16,15.0,15.0,30.0,10
53,188,1 1/9 bushel cartons,11/5/16,14.5,15.0,11.947499999999998,11
54,189,1 1/9 bushel cartons,11/12/16,14.5,15.0,11.947499999999998,11
55,190,1 1/9 bushel cartons,11/19/16,14.5,15.0,11.947499999999998,11
56,191,1 1/9 bushel cartons,11/26/16,14.5,15.0,11.947499999999998,11
57,209,1 1/9 bushel cartons,9/30/17,16.5,18.0,13.972499999999998,9
58,356,1/2 bushel cartons,9/24/16,15.0,16.0,31.0,9
59,357,1/2 bushel cartons,10/1/16,15.0,16.0,31.0,10
60,358,1/2 bushel cartons,10/8/16,15.0,16.0,31.0,10
61,359,1/2 bushel cartons,10/15/16,15.0,16.0,31.0,10
62,360,1/2 bushel cartons,10/22/16,15.0,16.0,31.0,10
63,361,1/2 bushel cartons,10/29/16,15.0,16.0,31.0,10
64,362,1/2 bushel cartons,11/5/16,15.0,16.0,31.0,11
65,377,1 1/9 bushel crates,9/24/16,15.0,16.0,12.554999999999998,9
66,378,1 1/9 bushel crates,10/1/16,15.0,16.0,12.554999999999998,10
67,379,1 1/9 bushel crates,10/8/16,15.0,16.0,12.554999999999998,10
68,380,1 1/9 bushel crates,10/15/16,15.0,16.0,12.554999999999998,10
69,381,1 1/9 bushel crates,10/22/16,15.0,16.0,12.554999999999998,10
70,382,1 1/9 bushel crates,10/29/16,15.0,16.0,12.554999999999998,10
71,383,1 1/9 bushel crates,11/5/16,15.0,16.0,12.554999999999998,11
72,384,1 1/9 bushel crates,11/12/16,15.0,16.0,12.554999999999998,11
73,385,1 1/9 bushel crates,11/19/16,15.0,16.0,12.554999999999998,11
74,386,1 1/9 bushel crates,11/26/16,15.0,16.0,12.554999999999998,11
75,387,1 1/9 bushel crates,12/3/16,15.0,16.0,12.554999999999998,12
76,388,1 1/9 bushel cartons,9/24/16,15.0,16.0,12.554999999999998,9
77,389,1 1/9 bushel cartons,10/1/16,15.0,16.0,12.554999999999998,10
78,390,1 1/9 bushel cartons,10/8/16,15.0,16.0,12.554999999999998,10
79,391,1 1/9 bushel cartons,10/15/16,15.0,16.0,12.554999999999998,10
80,392,1 1/9 bushel cartons,10/22/16,15.0,16.0,12.554999999999998,10
81,393,1 1/9 bushel cartons,10/29/16,15.0,16.0,12.554999999999998,10
82,394,1 1/9 bushel cartons,11/5/16,15.0,16.0,12.554999999999998,11
83,395,1 1/9 bushel cartons,11/12/16,15.0,16.0,12.554999999999998,11
84,396,1 1/9 bushel cartons,11/19/16,15.0,16.0,12.554999999999998,11
85,397,1 1/9 bushel cartons,11/26/16,15.0,16.0,12.554999999999998,11
86,398,1 1/9 bushel cartons,12/3/16,15.0,16.0,12.554999999999998,12
87,399,1 1/9 bushel cartons,12/10/16,15.0,16.0,12.554999999999998,12
88,489,bushel cartons,9/23/17,20.0,24.0,22.0,9
89,490,bushel cartons,9/30/17,20.0,24.0,22.0,9
90,534,1/2 bushel cartons,9/24/16,15.0,18.0,33.0,9
91,535,1/2 bushel cartons,9/24/16,15.0,18.0,33.0,9
92,536,1/2 bushel cartons,10/1/16,15.0,18.0,33.0,10
93,537,1/2 bushel cartons,10/1/16,15.0,18.0,33.0,10
94,538,1/2 bushel cartons,10/8/16,15.0,18.0,33.0,10
95,539,1/2 bushel cartons,10/8/16,15.0,18.0,33.0,10
96,540,1/2 bushel cartons,10/15/16,15.0,18.0,33.0,10
97,541,1/2 bushel cartons,10/15/16,15.0,18.0,33.0,10
98,542,1/2 bushel cartons,10/22/16,15.0,18.0,33.0,10
99,543,1/2 bushel cartons,10/22/16,15.0,18.0,33.0,10
100,544,1/2 bushel cartons,10/29/16,15.0,18.0,33.0,10
101,545,1/2 bushel cartons,10/29/16,15.0,18.0,33.0,10
102,546,1/2 bushel cartons,11/5/16,15.0,18.0,33.0,11
103,547,1/2 bushel cartons,11/5/16,15.0,18.0,33.0,11
104,548,1/2 bushel cartons,9/24/16,15.0,18.0,33.0,9
105,549,1/2 bushel cartons,9/24/16,15.0,18.0,33.0,9
106,550,1/2 bushel cartons,10/1/16,15.0,18.0,33.0,10
107,551,1/2 bushel cartons,10/1/16,15.0,18.0,33.0,10
108,552,1/2 bushel cartons,10/8/16,15.0,18.0,33.0,10
109,553,1/2 bushel cartons,10/8/16,15.0,18.0,33.0,10
110,554,1/2 bushel cartons,10/15/16,15.0,18.0,33.0,10
111,555,1/2 bushel cartons,10/15/16,15.0,18.0,33.0,10
112,556,1/2 bushel cartons,10/22/16,15.0,18.0,33.0,10
113,557,1/2 bushel cartons,10/22/16,15.0,18.0,33.0,10
114,558,1/2 bushel cartons,10/29/16,15.0,18.0,33.0,10
115,559,1/2 bushel cartons,10/29/16,15.0,18.0,33.0,10
116,560,1/2 bushel cartons,11/5/16,15.0,18.0,33.0,11
117,561,1/2 bushel cartons,11/5/16,15.0,18.0,33.0,11
118,667,1 1/9 bushel cartons,9/24/16,17.0,17.0,13.769999999999998,9
119,668,1 1/9 bushel cartons,9/24/16,17.0,17.0,13.769999999999998,9
120,669,1 1/9 bushel cartons,9/24/16,17.0,18.0,14.174999999999999,9
121,670,1 1/9 bushel cartons,10/1/16,17.0,18.0,14.174999999999999,10
122,671,1 1/9 bushel cartons,10/1/16,17.0,18.0,14.174999999999999,10
123,672,1 1/9 bushel cartons,10/1/16,17.0,18.0,14.174999999999999,10
124,673,1 1/9 bushel cartons,10/8/16,17.0,18.0,14.174999999999999,10
125,674,1 1/9 bushel cartons,10/8/16,17.0,18.0,14.174999999999999,10
126,675,1 1/9 bushel cartons,10/8/16,17.0,18.0,14.174999999999999,10
127,676,1 1/9 bushel cartons,10/15/16,17.0,18.0,14.174999999999999,10
128,677,1 1/9 bushel cartons,10/15/16,17.0,18.0,14.174999999999999,10
129,678,1 1/9 bushel cartons,10/15/16,17.0,18.0,14.174999999999999,10
130,679,1 1/9 bushel cartons,10/22/16,17.0,17.0,13.769999999999998,10
131,680,1 1/9 bushel cartons,10/22/16,17.0,17.0,13.769999999999998,10
132,681,1 1/9 bushel cartons,10/22/16,17.0,17.0,13.769999999999998,10
133,682,1 1/9 bushel cartons,10/29/16,17.0,17.0,13.769999999999998,10
134,683,1 1/9 bushel cartons,10/29/16,17.0,17.0,13.769999999999998,10
135,684,1 1/9 bushel cartons,10/29/16,17.0,17.0,13.769999999999998,10
136,685,1 1/9 bushel cartons,11/5/16,17.0,17.0,13.769999999999998,11
137,686,1 1/9 bushel cartons,11/5/16,17.0,17.0,13.769999999999998,11
138,687,1 1/9 bushel cartons,11/5/16,17.0,17.0,13.769999999999998,11
139,688,1 1/9 bushel cartons,11/12/16,17.0,17.0,13.769999999999998,11
140,689,1 1/9 bushel cartons,11/12/16,17.0,17.0,13.769999999999998,11
141,690,1 1/9 bushel cartons,11/12/16,17.0,17.0,13.769999999999998,11
142,691,1 1/9 bushel cartons,11/19/16,17.0,17.0,13.769999999999998,11
143,692,1 1/9 bushel cartons,11/19/16,17.0,17.0,13.769999999999998,11
144,693,1 1/9 bushel cartons,11/19/16,17.0,17.0,13.769999999999998,11
145,694,1 1/9 bushel cartons,11/26/16,17.0,17.0,13.769999999999998,11
146,695,1 1/9 bushel cartons,11/26/16,17.0,17.0,13.769999999999998,11
147,696,1 1/9 bushel cartons,12/3/16,17.0,17.0,13.769999999999998,12
148,697,1 1/9 bushel cartons,12/3/16,17.0,17.0,13.769999999999998,12
149,698,1 1/9 bushel cartons,12/10/16,17.0,17.0,13.769999999999998,12
150,699,1 1/9 bushel cartons,12/10/16,17.0,17.0,13.769999999999998,12
151,700,1 1/9 bushel cartons,8/26/17,20.0,20.0,16.2,8
152,701,1 1/9 bushel cartons,9/2/17,20.0,20.0,16.2,9
153,702,1 1/9 bushel cartons,9/2/17,18.0,18.0,14.579999999999998,9
154,703,1 1/9 bushel cartons,9/9/17,20.0,20.0,16.2,9
155,704,1 1/9 bushel cartons,9/9/17,18.0,18.0,14.579999999999998,9
156,705,1 1/9 bushel cartons,9/16/17,18.0,20.0,15.389999999999997,9
157,706,1 1/9 bushel cartons,9/16/17,17.0,19.0,14.579999999999998,9
158,707,1 1/9 bushel cartons,9/23/17,18.0,20.0,15.389999999999997,9
159,708,1 1/9 bushel cartons,9/23/17,17.0,19.0,14.579999999999998,9
160,709,1 1/9 bushel cartons,9/30/17,18.0,20.0,15.389999999999997,9
161,710,1 1/9 bushel cartons,9/30/17,17.0,19.0,14.579999999999998,9
162,711,1 1/9 bushel cartons,10/8/16,22.5,22.5,18.224999999999998,10
163,712,1 1/9 bushel cartons,10/15/16,22.5,22.5,18.224999999999998,10
164,713,1 1/9 bushel cartons,10/22/16,22.5,22.5,18.224999999999998,10
165,714,1 1/9 bushel cartons,10/29/16,22.5,22.5,18.224999999999998,10
166,715,1 1/9 bushel cartons,11/5/16,22.5,22.5,18.224999999999998,11
167,716,1 1/9 bushel cartons,11/12/16,22.5,22.5,18.224999999999998,11
168,717,1 1/9 bushel cartons,11/19/16,22.5,22.5,18.224999999999998,11
169,718,1 1/9 bushel cartons,11/26/16,22.5,22.5,18.224999999999998,11
170,719,1 1/9 bushel cartons,12/3/16,22.5,22.5,18.224999999999998,12
171,760,1/2 bushel cartons,9/16/17,19.0,19.0,38.0,9
172,761,1/2 bushel cartons,9/16/17,18.0,20.0,38.0,9
173,762,1/2 bushel cartons,9/16/17,17.0,19.0,36.0,9
174,763,1/2 bushel cartons,9/23/17,19.0,19.0,38.0,9
175,764,1/2 bushel cartons,9/23/17,18.0,20.0,38.0,9
176,765,1/2 bushel cartons,9/23/17,17.0,19.0,36.0,9
177,766,1/2 bushel cartons,9/30/17,19.0,19.0,38.0,9
178,767,1/2 bushel cartons,9/30/17,18.0,20.0,38.0,9
179,768,1/2 bushel cartons,9/30/17,17.0,19.0,36.0,9
180,769,1/2 bushel cartons,9/24/16,17.0,17.0,34.0,9
181,770,1/2 bushel cartons,9/24/16,17.0,17.0,34.0,9
182,771,1/2 bushel cartons,9/24/16,17.0,17.0,34.0,9
183,772,1/2 bushel cartons,9/24/16,17.0,18.0,35.0,9
184,773,1/2 bushel cartons,9/24/16,17.0,18.0,35.0,9
185,774,1/2 bushel cartons,10/1/16,17.0,18.0,35.0,10
186,775,1/2 bushel cartons,10/1/16,17.0,18.0,35.0,10
187,776,1/2 bushel cartons,10/1/16,17.0,18.0,35.0,10
188,777,1/2 bushel cartons,10/1/16,17.0,18.0,35.0,10
189,778,1/2 bushel cartons,10/8/16,17.0,18.0,35.0,10
190,779,1/2 bushel cartons,10/8/16,17.0,18.0,35.0,10
191,780,1/2 bushel cartons,10/8/16,17.0,18.0,35.0,10
192,781,1/2 bushel cartons,10/8/16,17.0,18.0,35.0,10
193,782,1/2 bushel cartons,10/15/16,17.0,18.0,35.0,10
194,783,1/2 bushel cartons,10/15/16,17.0,18.0,35.0,10
195,784,1/2 bushel cartons,10/15/16,17.0,18.0,35.0,10
196,785,1/2 bushel cartons,10/15/16,17.0,18.0,35.0,10
197,786,1/2 bushel cartons,10/22/16,17.0,17.0,34.0,10
198,787,1/2 bushel cartons,10/22/16,17.0,17.0,34.0,10
199,788,1/2 bushel cartons,10/22/16,17.0,17.0,34.0,10
200,789,1/2 bushel cartons,10/22/16,17.0,17.0,34.0,10
201,790,1/2 bushel cartons,10/29/16,17.0,17.0,34.0,10
202,791,1/2 bushel cartons,10/29/16,17.0,17.0,34.0,10
203,792,1/2 bushel cartons,10/29/16,17.0,17.0,34.0,10
204,793,1/2 bushel cartons,10/29/16,17.0,17.0,34.0,10
205,794,1/2 bushel cartons,11/5/16,17.0,17.0,34.0,11
206,795,1/2 bushel cartons,11/5/16,17.0,17.0,34.0,11
207,796,1/2 bushel cartons,11/5/16,17.0,17.0,34.0,11
208,797,1/2 bushel cartons,11/5/16,17.0,17.0,34.0,11
209,798,1/2 bushel cartons,11/12/16,17.0,17.0,34.0,11
210,799,1/2 bushel cartons,11/12/16,17.0,17.0,34.0,11
211,800,1/2 bushel cartons,11/12/16,17.0,18.0,35.0,11
212,801,1/2 bushel cartons,11/12/16,17.0,17.0,34.0,11
213,802,1/2 bushel cartons,11/19/16,17.0,17.0,34.0,11
214,803,1/2 bushel cartons,11/19/16,17.0,17.0,34.0,11
215,804,1/2 bushel cartons,11/19/16,17.0,17.0,34.0,11
216,805,1/2 bushel cartons,11/19/16,17.0,18.0,35.0,11
217,806,1/2 bushel cartons,9/9/17,19.0,19.0,38.0,9
218,807,1/2 bushel cartons,9/16/17,17.0,19.0,36.0,9
219,808,1/2 bushel cartons,9/23/17,17.0,19.0,36.0,9
220,809,1/2 bushel cartons,9/30/17,17.0,19.0,36.0,9
221,936,1 1/9 bushel cartons,9/30/17,20.0,20.0,16.2,9
222,977,bushel cartons,9/24/16,19.0,19.0,19.0,9
223,978,bushel cartons,10/1/16,19.0,19.0,19.0,10
224,979,bushel cartons,10/8/16,19.0,19.0,19.0,10
225,980,bushel cartons,10/15/16,19.0,19.0,19.0,10
226,981,bushel cartons,10/22/16,19.0,19.0,19.0,10
227,982,bushel cartons,10/29/16,19.0,19.0,19.0,10
228,983,bushel cartons,11/5/16,19.0,19.0,19.0,11
229,984,bushel cartons,9/23/17,20.0,20.0,20.0,9
230,1019,1/2 bushel cartons,9/24/16,18.0,18.0,36.0,9
231,1020,1/2 bushel cartons,9/24/16,18.0,18.0,36.0,9
232,1021,1/2 bushel cartons,9/24/16,18.0,18.0,36.0,9
233,1022,1/2 bushel cartons,10/1/16,18.0,18.0,36.0,10
234,1023,1/2 bushel cartons,10/1/16,18.0,18.0,36.0,10
235,1024,1/2 bushel cartons,10/1/16,18.0,18.0,36.0,10
236,1025,1/2 bushel cartons,10/8/16,18.0,18.0,36.0,10
237,1026,1/2 bushel cartons,10/8/16,18.0,18.0,36.0,10
238,1027,1/2 bushel cartons,10/8/16,18.0,18.0,36.0,10
239,1028,1/2 bushel cartons,10/15/16,18.0,18.0,36.0,10
240,1029,1/2 bushel cartons,10/15/16,18.0,18.0,36.0,10
241,1030,1/2 bushel cartons,10/15/16,18.0,18.0,36.0,10
242,1031,1/2 bushel cartons,10/22/16,18.0,18.0,36.0,10
243,1032,1/2 bushel cartons,10/22/16,18.0,18.0,36.0,10
244,1033,1/2 bushel cartons,10/22/16,18.0,18.0,36.0,10
245,1034,1/2 bushel cartons,10/29/16,18.0,18.0,36.0,10
246,1035,1/2 bushel cartons,10/29/16,18.0,18.0,36.0,10
247,1036,1/2 bushel cartons,10/29/16,18.0,18.0,36.0,10
248,1037,1/2 bushel cartons,9/2/17,17.0,17.0,34.0,9
249,1038,1/2 bushel cartons,9/2/17,17.0,17.0,34.0,9
250,1039,1/2 bushel cartons,9/2/17,17.0,17.0,34.0,9
251,1040,1/2 bushel cartons,9/9/17,17.0,17.0,34.0,9
252,1041,1/2 bushel cartons,9/9/17,17.0,17.0,34.0,9
253,1042,1/2 bushel cartons,9/9/17,17.0,17.0,34.0,9
254,1043,1/2 bushel cartons,9/16/17,15.0,15.0,30.0,9
255,1044,1/2 bushel cartons,9/16/17,15.0,15.0,30.0,9
256,1045,1/2 bushel cartons,9/16/17,15.0,15.0,30.0,9
257,1046,1/2 bushel cartons,9/23/17,15.0,15.0,30.0,9
258,1047,1/2 bushel cartons,9/23/17,15.0,15.0,30.0,9
259,1048,1/2 bushel cartons,9/23/17,15.0,15.0,30.0,9
260,1049,1/2 bushel cartons,9/30/17,21.0,21.0,42.0,9
261,1050,1/2 bushel cartons,9/30/17,15.0,15.0,30.0,9
262,1051,1/2 bushel cartons,9/30/17,15.0,15.0,30.0,9
263,1052,1/2 bushel cartons,9/30/17,15.0,15.0,30.0,9
264,1056,bushel cartons,9/24/16,28.0,28.0,28.0,9
265,1057,bushel cartons,9/24/16,28.0,28.0,28.0,9
266,1058,bushel cartons,10/1/16,30.0,30.0,30.0,10
267,1059,bushel cartons,10/1/16,28.0,28.0,28.0,10
268,1060,bushel cartons,10/1/16,28.0,28.0,28.0,10
269,1061,bushel cartons,10/8/16,30.0,30.0,30.0,10
270,1062,bushel cartons,10/8/16,28.0,28.0,28.0,10
271,1063,bushel cartons,10/8/16,28.0,28.0,28.0,10
272,1064,bushel cartons,10/15/16,30.0,30.0,30.0,10
273,1065,bushel cartons,10/15/16,28.0,28.0,28.0,10
274,1066,bushel cartons,10/15/16,28.0,28.0,28.0,10
275,1067,bushel cartons,10/22/16,30.0,30.0,30.0,10
276,1068,bushel cartons,10/22/16,28.0,28.0,28.0,10
277,1069,bushel cartons,10/22/16,28.0,28.0,28.0,10
278,1070,bushel cartons,10/29/16,30.0,30.0,30.0,10
279,1071,bushel cartons,10/29/16,28.0,28.0,28.0,10
280,1072,bushel cartons,10/29/16,28.0,28.0,28.0,10
281,1174,1 1/9 bushel cartons,9/24/16,16.0,18.0,13.769999999999998,9
282,1175,1 1/9 bushel cartons,10/1/16,16.0,18.0,13.769999999999998,10
283,1176,1 1/9 bushel cartons,10/8/16,16.0,18.0,13.769999999999998,10
284,1177,1 1/9 bushel cartons,10/15/16,16.0,18.0,13.769999999999998,10
285,1178,1 1/9 bushel cartons,10/22/16,16.0,18.0,13.769999999999998,10
286,1179,1 1/9 bushel cartons,10/29/16,16.0,18.0,13.769999999999998,10
287,1180,1 1/9 bushel cartons,11/5/16,16.0,18.0,13.769999999999998,11
288,1212,bushel cartons,9/9/17,18.0,20.0,19.0,9
289,1213,bushel cartons,9/16/17,18.0,20.0,19.0,9
290,1214,bushel cartons,9/23/17,18.0,20.0,19.0,9
291,1215,bushel cartons,9/30/17,18.0,20.0,19.0,9
292,1220,1/2 bushel cartons,9/24/16,15.0,18.0,33.0,9
293,1221,1/2 bushel cartons,9/24/16,20.0,20.0,40.0,9
294,1222,1/2 bushel cartons,10/1/16,15.0,18.0,33.0,10
295,1223,1/2 bushel cartons,10/1/16,20.0,20.0,40.0,10
296,1224,1/2 bushel cartons,10/8/16,18.0,18.0,36.0,10
297,1225,1/2 bushel cartons,10/8/16,20.0,20.0,40.0,10
298,1226,1/2 bushel cartons,10/15/16,15.0,18.0,33.0,10
299,1227,1/2 bushel cartons,10/15/16,18.0,20.0,38.0,10
300,1228,1/2 bushel cartons,10/22/16,18.0,20.0,38.0,10
301,1229,1/2 bushel cartons,10/22/16,15.0,18.0,33.0,10
302,1230,1/2 bushel cartons,10/29/16,15.0,16.0,31.0,10
303,1231,1/2 bushel cartons,10/29/16,18.0,18.0,36.0,10
304,1232,1/2 bushel cartons,11/5/16,15.0,16.0,31.0,11
305,1233,1/2 bushel cartons,11/5/16,18.0,18.0,36.0,11
306,1234,1 1/9 bushel crates,10/8/16,18.0,18.0,14.579999999999998,10
307,1235,1 1/9 bushel crates,10/8/16,18.0,18.0,14.579999999999998,10
308,1236,1/2 bushel cartons,9/9/17,24.0,24.0,48.0,9
309,1237,1/2 bushel cartons,9/9/17,18.0,18.0,36.0,9
310,1238,1/2 bushel cartons,9/16/17,16.0,20.0,36.0,9
311,1239,1/2 bushel cartons,9/16/17,24.0,24.0,48.0,9
312,1240,1/2 bushel cartons,9/23/17,16.0,18.0,34.0,9
313,1241,1/2 bushel cartons,9/30/17,16.0,18.0,34.0,9
314,1242,bushel cartons,9/9/17,32.0,32.0,32.0,9
315,1243,1 1/9 bushel crates,10/8/16,18.0,18.0,14.579999999999998,10
316,1244,1 1/9 bushel crates,10/8/16,18.0,18.0,14.579999999999998,10
317,1245,1 1/9 bushel crates,10/15/16,18.0,18.0,14.579999999999998,10
318,1246,1 1/9 bushel crates,10/15/16,18.0,18.0,14.579999999999998,10
319,1257,1 1/9 bushel cartons,10/22/16,12.0,12.0,9.719999999999999,10
320,1258,1 1/9 bushel cartons,10/29/16,12.0,12.0,9.719999999999999,10
321,1259,1 1/9 bushel cartons,11/5/16,12.0,12.0,9.719999999999999,11
322,1260,1 1/9 bushel cartons,9/9/17,22.0,22.0,17.82,9
323,1261,1 1/9 bushel cartons,9/16/17,20.0,20.0,16.2,9
324,1262,1 1/9 bushel cartons,9/16/17,22.0,22.0,17.82,9
325,1263,1 1/9 bushel cartons,9/23/17,15.0,20.0,14.174999999999999,9
326,1264,1 1/9 bushel cartons,9/30/17,15.0,15.0,12.149999999999999,9
327,1283,1 1/9 bushel cartons,9/16/17,20.0,20.0,16.2,9
328,1284,1 1/9 bushel cartons,9/23/17,20.0,20.0,16.2,9
329,1514,bushel cartons,10/15/16,16.0,18.0,17.0,10
330,1515,bushel cartons,10/22/16,16.0,18.0,17.0,10
331,1516,bushel cartons,10/29/16,16.0,18.0,17.0,10
332,1517,bushel cartons,11/5/16,16.0,18.0,17.0,11
333,1518,bushel cartons,11/12/16,16.0,18.0,17.0,11
334,1533,1/2 bushel cartons,9/24/16,20.0,26.0,46.0,9
335,1534,1/2 bushel cartons,10/1/16,20.0,20.0,40.0,10
336,1535,1/2 bushel cartons,10/1/16,20.0,20.0,40.0,10
337,1536,1/2 bushel cartons,10/1/16,20.0,20.0,40.0,10
338,1537,1/2 bushel cartons,10/8/16,20.0,22.0,42.0,10
339,1538,1/2 bushel cartons,10/8/16,20.0,22.0,42.0,10
340,1539,1/2 bushel cartons,10/8/16,20.0,22.0,42.0,10
341,1540,1/2 bushel cartons,10/15/16,20.0,22.0,42.0,10
342,1541,1/2 bushel cartons,10/15/16,20.0,22.0,42.0,10
343,1542,1/2 bushel cartons,10/15/16,20.0,22.0,42.0,10
344,1543,1/2 bushel cartons,10/22/16,20.0,22.0,42.0,10
345,1544,1/2 bushel cartons,10/22/16,20.0,22.0,42.0,10
346,1545,1/2 bushel cartons,10/22/16,20.0,22.0,42.0,10
347,1546,1/2 bushel cartons,10/29/16,20.0,20.0,40.0,10
348,1547,1/2 bushel cartons,10/29/16,20.0,20.0,40.0,10
349,1548,1/2 bushel cartons,10/29/16,20.0,20.0,40.0,10
350,1549,1/2 bushel cartons,11/5/16,20.0,20.0,40.0,11
351,1550,1/2 bushel cartons,11/5/16,20.0,20.0,40.0,11
352,1551,1/2 bushel cartons,11/5/16,20.0,20.0,40.0,11
353,1552,1/2 bushel cartons,11/12/16,20.0,20.0,40.0,11
354,1553,1/2 bushel cartons,11/12/16,20.0,20.0,40.0,11
355,1569,bushel baskets,10/8/16,25.0,48.0,36.5,10
356,1570,bushel baskets,10/15/16,45.0,48.0,46.5,10
357,1571,bushel baskets,10/22/16,45.0,48.0,46.5,10
358,1572,bushel baskets,10/22/16,45.0,48.0,46.5,10
359,1573,bushel baskets,10/29/16,45.0,48.0,46.5,10
360,1574,bushel baskets,11/5/16,45.0,45.0,45.0,11
361,1575,bushel baskets,9/23/17,48.0,48.0,48.0,9
362,1576,bushel baskets,9/23/17,48.0,55.0,51.5,9
363,1577,bushel baskets,9/30/17,46.0,48.0,47.0,9
364,1578,bushel baskets,9/30/17,46.0,55.0,50.5,9
365,1579,1/2 bushel cartons,9/24/16,20.0,26.0,46.0,9
366,1580,1/2 bushel cartons,10/1/16,20.0,20.0,40.0,10
367,1581,1/2 bushel cartons,10/8/16,20.0,22.0,42.0,10
368,1582,1/2 bushel cartons,10/15/16,20.0,22.0,42.0,10
369,1583,1/2 bushel cartons,10/22/16,20.0,22.0,42.0,10
370,1584,1/2 bushel cartons,10/29/16,20.0,22.0,42.0,10
371,1585,1/2 bushel cartons,11/5/16,20.0,22.0,42.0,11
372,1586,1/2 bushel cartons,11/12/16,20.0,22.0,42.0,11
373,1625,1 1/9 bushel cartons,10/15/16,12.0,14.0,10.53,10
374,1626,1 1/9 bushel cartons,10/22/16,12.0,12.0,9.719999999999999,10
375,1627,1 1/9 bushel cartons,10/29/16,12.0,12.0,9.719999999999999,10
376,1628,1 1/9 bushel cartons,8/26/17,18.0,20.0,15.389999999999997,8
377,1629,1 1/9 bushel cartons,9/16/17,18.0,18.0,14.579999999999998,9
